#OTU	ID	taxonomy
1891	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;aquimarinus
1892	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;arenosus
1893	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter;bivalviorum
1894	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;butzleri
1895	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;caeni
1896	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;canalis
1897	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;cibarius
1898	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;cloacae
1899	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;cryaerophilus
1900	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;defluvii
1901	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter;ebronensis
1902	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;ellisii
1903	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;faecis
1904	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;halophilus
1905	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;lacus
1906	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;lanthieri
1907	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Poseidonibacter;lekithochrous
1908	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;marinus
1909	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;molluscorum
1910	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;mytili
1911	1.0	NA;NA;NA;NA;NA;NA
1912	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;pacificus
1913	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Poseidonibacter;parvus
1914	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;roscoffensis
1915	1.0	NA;NA;NA;NA;NA;NA
1916	1.0	NA;NA;NA;NA;NA;NA
1917	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;thereius
1918	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;trophiarum
1919	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;vandammei
1920	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;venerupis
1921	1.0	Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;vitoriensis
1922	1.0	Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;eurypsychrophilus
1923	1.0	Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;pallidicorallinus
1924	1.0	Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;svalbardensis
1925	1.0	Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;tournemirensis
1926	1.0	Bacteroidota;Cytophagia;Cytophagales;Leadbetterellaceae;Arcticibacterium;luteifluviistationis
1927	1.0	Chloroflexota;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Ardenticatena;maritima
1928	1.0	NA;NA;NA;NA;NA;NA
1929	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;algicola
1930	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;amylolyticus
1931	1.0	NA;NA;NA;NA;NA;NA
1932	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;aquaticus
1933	1.0	NA;NA;NA;NA;NA;NA
1934	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;catalasegens
1935	1.0	NA;NA;NA;NA;NA;NA
1936	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;echinorum
1937	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;hampyeongensis
1938	1.0	NA;NA;NA;NA;NA;NA
1939	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;NA
1940	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;palladensis
1941	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;troitsensis
1942	1.0	Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Arenibacterium;arenosum
1943	1.0	NA;NA;NA;NA;NA;NA
1944	1.0	Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Arenibaculum;pallidiluteum
1945	1.0	Pseudomonadota;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;chitinivorans
1946	1.0	Pseudomonadota;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;xantha
1947	1.0	Acidobacteriota;Blastocatellia;Blastocatellales;Arenimicrobiaceae;Arenimicrobium;luteum
1948	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;aestuarii
1949	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;caeni
1950	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;composti
1951	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;daechungensis
1952	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;daejeonensis
1953	1.0	NA;NA;NA;NA;NA;NA
1954	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;fontis
1955	1.0	NA;NA;NA;NA;NA;NA
1956	1.0	NA;NA;NA;NA;NA;NA
1957	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;maotaiensis
1958	1.0	NA;NA;NA;NA;NA;NA
1959	1.0	NA;NA;NA;NA;NA;NA
1960	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;soli
1961	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;subflava
1962	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;taoyuanensis
1963	1.0	Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;terrae
1964	1.0	NA;NA;NA;NA;NA;NA
1965	1.0	NA;NA;NA;NA;NA;NA
1966	1.0	Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Arhodomonas;recens
1967	1.0	Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter;famidurans
1968	1.0	Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter;kavangonensis
1969	1.0	Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter;nitratireducens
1970	1.0	NA;NA;NA;NA;NA;NA
1971	1.0	Bacillota;Clostridia;Eubacteriales;NA;NA;bacterium
1972	1.0	Bacillota;Clostridia;Eubacteriales;Aristaeellaceae;Aristaeella;lactis
1973	1.0	NA;NA;NA;NA;NA;NA
1974	1.0	Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;rosea
1975	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;anaerobium
1976	1.0	NA;NA;NA;NA;NA;NA
1977	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;bremense
1978	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;buckelii
1979	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;diolicum
1980	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;evansii
1981	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;petrolei
1982	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;tolulyticum
1983	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;toluolicum
1984	1.0	Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;toluvorans
1985	1.0	Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Arsenicibacter;rosenii
1986	1.0	NA;NA;NA;NA;NA;NA
1987	1.0	Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Arsenicicoccus;cauae
1988	1.0	Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Arsenicicoccus;dermatophilus
1989	1.0	Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Arsenicicoccus;piscis
1990	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Arsenicitalea;aurantiaca
1991	1.0	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;mellifera
1992	1.0	NA;NA;NA;NA;NA;NA
1993	1.0	Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Arsukibacterium;ikkense
1994	1.0	Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Arsukibacterium;indicum
1995	1.0	NA;NA;NA;NA;NA;NA
1996	1.0	Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Arsukibacterium;tuosuense
1997	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;agilis
1998	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;alkaliphilus
1999	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;alpinus
2000	1.0	NA;NA;NA;NA;NA;NA
2001	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;bambusae
2002	1.0	NA;NA;NA;NA;NA;NA
2003	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;bussei
2004	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;caoxuetaonis
2005	1.0	NA;NA;NA;NA;NA;NA
2006	1.0	NA;NA;NA;NA;NA;NA
2007	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;celericrescens
2008	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;cheniae
2009	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;citreus
2010	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;cryoconiti
2011	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;crystallopoietes
2012	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;cupressi
2013	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;deserti
2014	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;echini
2015	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;flavus
2016	1.0	NA;NA;NA;NA;NA;NA
2017	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;gallicola
2018	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;gandavensis
2019	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;gengyunqii
2020	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;ginkgonis
2021	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;glacialis
2022	1.0	NA;NA;NA;NA;NA;NA
2023	1.0	NA;NA;NA;NA;NA;NA
2024	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;halodurans
2025	1.0	NA;NA;NA;NA;NA;NA
2026	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;humicola
2027	1.0	NA;NA;NA;NA;NA;NA
2028	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;jiangjiafuii
2029	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;jinronghuae
2030	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;koreensis
2031	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;liuii
2032	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;livingstonensis
2033	1.0	NA;NA;NA;NA;NA;NA
2034	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;mangrovi
2035	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;methylotrophus
2036	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;mobilis
2037	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;monumenti
2038	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;nanjingensis
2039	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;oryzae
2040	1.0	NA;NA;NA;NA;NA;NA
2041	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;parietis
2042	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;pascens
2043	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;pigmenti
2044	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;pityocampae
2045	1.0	NA;NA;NA;NA;NA;NA
2046	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;polaris
2047	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;psychrochitiniphilus
2048	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;psychrolactophilus
2049	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;pullicola
2050	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;ramosus
2051	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;rhizosphaerae
2052	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;rhombi
2053	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;roseus
2054	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;ruber
2055	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;russicus
2056	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;silvisoli
2057	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;silviterrae
2058	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;stackebrandtii
2059	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;subterraneus
2060	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;sunyaminii
2061	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;tecti
2062	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;terricola
2063	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;tumbae
2064	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;ulcerisalmonis
2065	1.0	NA;NA;NA;NA;NA;NA
2066	1.0	NA;NA;NA;NA;NA;NA
2067	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;yangruifuii
2068	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;zhangbolii
2069	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;zhaoguopingii
2070	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;zhaoxinii
2071	1.0	Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Arthrospiribacter;ruber
2072	1.0	Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Arundinibacter;roseus
2073	1.0	NA;NA;NA;NA;NA;NA
2074	1.0	NA;NA;NA;NA;NA;NA
2075	1.0	Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Asaccharospora;irregularis
2076	1.0	Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;astilbis
2077	1.0	NA;NA;NA;NA;NA;NA
2078	1.0	Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;krungthepensis
2079	1.0	Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;lannensis
2080	1.0	NA;NA;NA;NA;NA;NA
2081	1.0	NA;NA;NA;NA;NA;NA
2082	1.0	Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;siamensis
2083	1.0	Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;spathodeae
2084	1.0	Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa;endophytica
2085	1.0	Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa;ferruginea
2086	1.0	Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa;hainanensis
2087	1.0	Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa;iriomotensis
2088	1.0	Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa;ishikariensis
2089	1.0	Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa;siamensis
2090	1.0	Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Ascidiaceihabitans;donghaensis
2091	1.0	NA;NA;NA;NA;NA;NA
2092	1.0	NA;NA;NA;NA;NA;NA
2093	1.0	Mycoplasmatota;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Asteroleplasma;anaerobium
2094	1.0	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;aquaticus
2095	1.0	NA;NA;NA;NA;NA;NA
2096	1.0	NA;NA;NA;NA;NA;NA
2097	1.0	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;currens
2098	1.0	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;endophyticus
2099	1.0	NA;NA;NA;NA;NA;NA
2100	1.0	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;machinosus
2101	1.0	NA;NA;NA;NA;NA;NA
2102	1.0	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;taihuensis
2103	1.0	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;tiandongensis
2104	1.0	Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Athalassotoga;saccharophila
2105	1.0	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopobacter;phocae
2106	1.0	Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;deltae
2107	1.0	NA;NA;NA;NA;NA;NA
2108	1.0	Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;minutum
2109	1.0	NA;NA;NA;NA;NA;NA
2110	1.0	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Atopomonas;hussainii
2111	1.0	NA;NA;NA;NA;NA;NA
2112	1.0	NA;NA;NA;NA;NA;NA
2113	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;aquimixticola
2114	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;arachoides
2115	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;atlanticus
2116	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;gangjinensis
2117	1.0	NA;NA;NA;NA;NA;NA
2118	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;luteus
2119	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;marinus
2120	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;odishensis
2121	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;rhizosphaerae
2122	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;sediminis
2123	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;spongiae
2124	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;suaedae
2125	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;xanthus
2126	1.0	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;zhengii
2127	1.0	NA;NA;NA;NA;NA;NA
2128	1.0	NA;NA;NA;NA;NA;NA
2129	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aurantibacter;aestuarii
2130	1.0	Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Aurantimicrobium;minutum
2131	1.0	NA;NA;NA;NA;NA;NA
2132	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aurantimonas;aggregata
2133	1.0	NA;NA;NA;NA;NA;NA
2134	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aurantimonas;endophytica
2135	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aurantimonas;marianensis
2136	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aurantimonas;marina
2137	1.0	Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;haloimpatiens
2138	1.0	NA;NA;NA;NA;NA;NA
2139	1.0	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Auraticoccus;cholistanensis
2140	1.0	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Auraticoccus;monumenti
2141	1.0	Bacillota;Bacilli;Bacillales;Bacillaceae;Aureibacillus;halotolerans
2142	1.0	Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae;Aureibacter;tunicatorum
2143	1.0	NA;NA;NA;NA;NA;NA
2144	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureibaculum;marinum
2145	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureicoccus;marinus
2146	1.0	NA;NA;NA;NA;NA;NA
2147	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;endophytica
2148	1.0	NA;NA;NA;NA;NA;NA
2149	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;flava
2150	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;frigidaquae
2151	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;galii
2152	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;glaciei
2153	1.0	NA;NA;NA;NA;NA;NA
2154	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;jatrophae
2155	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;leprariae
2156	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;mangrovi
2157	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;phyllosphaerae
2158	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;populi
2159	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;psammosilenae
2160	1.0	Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;pseudogalii
2161	1.0	NA;NA;NA;NA;NA;NA
2162	1.0	NA;NA;NA;NA;NA;NA
2163	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureisphaera;galaxeae
2164	1.0	NA;NA;NA;NA;NA;NA
2165	1.0	NA;NA;NA;NA;NA;NA
2166	1.0	Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Aureispira;marina
2167	1.0	Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Aureispira;maritima
2168	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureitalea;marina
2169	1.0	Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureivirga;marina
2170	1.0	Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Aureliella;helgolandensis
2171	1.0	Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Auritidibacter;ignavus
2172	1.0	NA;NA;NA;NA;NA;NA
2173	1.0	Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Avibacterium;avium
2174	1.0	Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Avibacterium;endocarditidis
