"tip_label","tip_node","parent_node","child_node"
"2574179742",27,3835,3836
"2574179742",27,3834,3835
"2574179742",27,3833,3834
"2574179742",27,3832,3833
"2574179742",27,3831,3832
"2574179742",27,3830,3831
"2574179742",27,3829,3830
"2574179742",27,3828,3829
"2574179742",27,3827,3828
"2574179742",27,3826,3827
"2574179742",27,3825,3826
"2574179742",27,3824,3825
"2574179742",27,3823,3824
"2556921629",28,3881,28
"2556921629",28,3880,3881
"2556921629",28,3878,3880
"2556921629",28,3877,3878
"2556921629",28,3875,3877
"2556921629",28,3874,3875
"2556921629",28,3863,3874
"2556921629",28,3862,3863
"2556921629",28,3861,3862
"2556921629",28,3852,3861
"2556921629",28,3851,3852
"2556921629",28,3850,3851
"2556921629",28,3849,3850
"2556921629",28,3848,3849
"2556921629",28,3847,3848
"2556921629",28,3846,3847
"2556921629",28,3845,3846
"2556921629",28,3844,3845
"2556921629",28,3843,3844
"2556921629",28,3842,3843
"2556921629",28,3841,3842
"2556921629",28,3840,3841
"2556921629",28,3839,3840
"2556921629",28,3838,3839
"2556921629",28,3837,3838
"2556921629",28,3836,3837
"2556921629",28,3835,3836
"2556921629",28,3834,3835
"2556921629",28,3833,3834
"2556921629",28,3832,3833
"2556921629",28,3831,3832
"2556921629",28,3830,3831
"2556921629",28,3829,3830
"2556921629",28,3828,3829
"2556921629",28,3827,3828
"2556921629",28,3826,3827
"2556921629",28,3825,3826
"2556921629",28,3824,3825
"2556921629",28,3823,3824
"2582581322",29,3882,29
"2582581322",29,3880,3882
